Title;Features.Handheld?;Features.Max Players;Features.Multiplatform?;Features.Online?;Metadata.Genres;Metadata.Licensed?;Metadata.Publishers;Metadata.Sequel?;Metrics.Review Score;Metrics,Sales;Metrics,Used Price;Release.Console;Release.Rating;Release.Re-release?;Release.Year;Length.All PlayStyles.Average;Length.All PlayStyles.Leisure;Length.All PlayStyles.Median;Length.All PlayStyles.Polled;Length.All PlayStyles.Rushed;Length.Completionists.Average;Length.Completionists.Leisure;Length.Completionists.Median;Length.Completionists.Polled;Length.Completionists.Rushed;Length.Main + Extras.Average;Length.Main + Extras.Leisure;Length.Main + Extras.Median;Length.Main + Extras.Polled;Length.Main + Extras.Rushed;Length.Main Story.Average;Length.Main Story.Leisure;Length.Main Story.Median;Length.Main Story.Polled;Length.Main Story.Rushed
FIFA 17;True;1;True;True;Sports,Action,RPG,Strategy,Role,Figth;False;Konami;True;65;0,06;16,95;Nintendo DS;E;True;2016;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Street Hoops;False;1;False;True;Action,RPG,Strategy,Driving,Figth;True;Nintendo,Sega;False;82;1,58;16,95;PlayStation 3;T;True;2002;16.9;22.966.666.666.666.600;15.0;16;12.966.666.666.666.600;16.883.333.333.333.300;18.966.666.666.666.600;15.0;5;14.55;22.25;26.05;22.0;4;18.55;13.85;15.2;15.0;7;12.2
LEGO Ninjago: Shadow of Ronin;True;2;True;False;Sports,Strategy,Role,Driving;True;Nintendo,Sega;False;82;1,51;16,95;X360;T;True;2015;8.816.666.666.666.660;12.816.666.666.666.600;8.45;96;6.816.666.666.666.660;9.8;12.2;10.0;5;7.733.333.333.333.330;11.583.333.333.333.300;14.133.333.333.333.300;11.0;13;9.633.333.333.333.330;8.3;12.066.666.666.666.600;8.0;78;6.566.666.666.666.660
Need for Speed Underground 2;False;3;True;True;Action,Strategy,Driving,Figth;False;THQ;False;85;1,16;16,95;X360;E;False;2004;19.233.333.333.333.300;58.55;15.0;93;10.05;5.556.666.666.666.660;7.513.333.333.333.330;45.0;6;43.333.333.333.333.300;21.766.666.666.666.600;4.281.666.666.666.660;19.5;46;14.566.666.666.666.600;11.083.333.333.333.300;15.4;10.533.333.333.333.300;41;6.9
Time Commando;False;4;False;True;Sports,Action,RPG,Strategy,Role,Racing,Simulation;True;Midway;True;73;0,93;16,95;Sony PSP;E;True;1996;18.033.333.333.333.300;19.183.333.333.333.300;18.033.333.333.333.300;2;16.866.666.666.666.600;20.35;20.35;20.35;1;20.35;0.0;0.0;0.0;0;0.0;15.716.666.666.666.600;15.716.666.666.666.600;15.716.666.666.666.600;1;15.716.666.666.666.600
Klonoa: Empire of Dreams;False;4;False;True;Sports,Strategy,Role,Racing,Simulation;True;Nintendo,Sega;False;81;0,86;16,95;Sony PSP;E;True;2001;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
L: the proLogue to DEATH NOTE - Rasen no Wana;False;2;True;True;Sports,Action,Strategy,Driving,Figth,Racing;True;Capcom,Nintendo;False;77;0,78;16,95;X360;E;True;2008;13.3;21.216.666.666.666.600;13.6;56;9.15;22.666.666.666.666.600;25.166.666.666.666.600;20.0;3;20.166.666.666.666.600;13.016.666.666.666.600;16.75;14.0;19;9.183.333.333.333.330;12.616.666.666.666.600;15.4;13.0;34;8.866.666.666.666.660
World Cup '98 France: Road to Win;False;2;True;True;Strategy,Driving,Figth,Racing;False;Ubisoft;False;74;0,48;16,95;Sony PSP;T;True;1998;11.183.333.333.333.300;13.033.333.333.333.300;11.0;21;7.8;10.583.333.333.333.300;12.266.666.666.666.600;10.5;6;7.533.333.333.333.330;12.5;13.75;12.5;4;11.25;11.033.333.333.333.300;13.0;11.0;11;10.0
The Witch and the Hundred Knight;True;2;True;False;RPG,Role,Driving,Simulation;True;SquareEnix;False;84;0,44;16,95;X360;E;False;2013;38.7;5.221.666.666.666.660;39.5;20;26.55;5.238.333.333.333.330;58.25;50.0;9;47.583.333.333.333.300;32.95;41.333.333.333.333.300;3.243.333.333.333.330;7;27.833.333.333.333.300;18.0;19.25;19.0;4;16.25
X-COM: UFO Defense;False;4;False;False;Sports,Action,RPG,Strategy,Simulation;False;Activision;True;81;0,42;16,95;X360;E;True;1995;17.166.666.666.666.600;19.533.333.333.333.300;17.0;11;15.333.333.333.333.300;0.0;0.0;0.0;0;0.0;18.433.333.333.333.300;20.2;18.383.333.333.333.300;4;16.7;16.433.333.333.333.300;17.733.333.333.333.300;17.0;7;15.15
Samurai Warriors 2: Xtreme Legends (JP sales);False;1;False;False;Sports,Action,RPG,Role,Driving,Figth,Racing,Simulation;False;Disney;False;66;0,37;16,95;X360;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
NBA Jam 99;True;2;True;True;Sports,Role;True;Midway;False;67;0,35;16,95;PlayStation 3;T;False;1998;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Kamigami no Asobi;True;4;False;False;Sports,Strategy,Figth,Simulation;True;THQ;True;77;0,32;16,95;Sony PSP;M;True;2013;8.3;11.066.666.666.666.600;8.0;26;6.866.666.666.666.660;9.533.333.333.333.330;10.316.666.666.666.600;9.533.333.333.333.330;2;8.766.666.666.666.660;10.533.333.333.333.300;12.25;10.45;5;8.866.666.666.666.660;7.583.333.333.333.330;9.866.666.666.666.660;7.9;19;6.666.666.666.666.660
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman;True;2;False;False;Sports,RPG,Strategy;True;Nintendo,Sega;True;71;0,26;16,95;Nintendo DS;E;True;2010;7.216.666.666.666.660;10.783.333.333.333.300;5.933.333.333.333.330;4;4.283.333.333.333.330;15.0;15.0;15.0;1;15.0;5.933.333.333.333.330;6.166.666.666.666.660;5.933.333.333.333.330;2;5.7;2.0;2.0;2.0;1;2.0
Toy Story 2: Buzz Lightyear to the Rescue!;True;3;False;True;RPG,Role,Figth,Simulation;False;Capcom;True;46;0,19;16,95;Nintendo Wii;E;True;1998;5.0;5.0;5.0;1;5.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;5.0;5.0;5.0;1;5.0
CSI: Fatal Conspiracy;True;3;False;False;Action,Strategy,Simulation;False;Namco;True;70;0,19;16,95;X360;E;True;2010;5.0;5.0;5.0;1;5.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;5.0;5.0;5.0;1;5.0
Star Trek: Conquest;True;3;True;True;Action,RPG,Strategy,Role,Driving,Figth,Simulation;True;Capcom;False;53;0,17;16,95;Sony PSP;T;True;2007;100.0;100.0;100.0;1;100.0;0.0;0.0;0.0;0;0.0;100.0;100.0;100.0;1;100.0;0.0;0.0;0.0;0;0.0
M&Ms Shell Shocked;False;4;False;True;Sports,Strategy,Driving,Racing;True;Disney;True;65;0,16;16,95;Nintendo DS;E;False;2001;22.55;35.833.333.333.333.300;22.116.666.666.666.600;29;16.583.333.333.333.300;27.95;31.083.333.333.333.300;28.933.333.333.333.300;5;25.75;24.116.666.666.666.600;36.583.333.333.333.300;23.55;14;17.333.333.333.333.300;17.683.333.333.333.300;24.433.333.333.333.300;15.0;10;14.166.666.666.666.600
Marvel Super Hero Squad: The Infinity Gauntlet;True;4;True;False;Action,Driving;True;EA,Sony;True;63;0,14;16,95;Nintendo DS;E;False;2010;8.833.333.333.333.330;12.7;8.0;11;5.583.333.333.333.330;11.666.666.666.666.600;13.916.666.666.666.600;10.0;6;9.416.666.666.666.660;0.0;0.0;0.0;0;0.0;5.433.333.333.333.330;6.35;6.0;5;4.233.333.333.333.330
My Make-Up;False;1;True;False;Action,Strategy,Racing,Simulation;True;Sony;True;72;0,14;16,95;Nintendo Wii;T;False;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Street Fighter Alpha: Warriors' Dreams;True;3;True;True;Sports,RPG,Role,Simulation;False;Capcom;False;58;0,13;16,95;PlayStation 3;E;False;1995;24.75;26.433.333.333.333.300;25.0;4;22.933.333.333.333.300;28.0;28.0;28.0;1;28.0;23.666.666.666.666.600;24.666.666.666.666.600;25.0;3;22.666.666.666.666.600;0.0;0.0;0.0;0;0.0
Tony Hawk's Project 8;True;3;False;True;Role,Racing,Simulation;False;THQ;True;73;0,11;16,95;Nintendo Wii;T;False;2006;7.483.333.333.333.330;11.116.666.666.666.600;7.0;15;5.283.333.333.333.330;8.5;9.25;8.5;2;7.75;11.0;13.0;11.0;2;9.0;6.666.666.666.666.660;10.166.666.666.666.600;6.0;11;4.833.333.333.333.330
Dragon Quest X;True;2;False;True;Sports,Action,Role;False;Atari;False;82;0,11;16,95;Sony PSP;E;False;2012;5.633.333.333.333.330;7.833.333.333.333.330;5.75;6;3.533.333.333.333.330;0.0;0.0;0.0;0;0.0;8.5;9.116.666.666.666.660;8.0;3;7.866.666.666.666.660;2.783.333.333.333.330;34.333.333.333.333.300;3.0;3;21.333.333.333.333.300
Boxer's Road;True;4;True;False;Action,RPG,Driving;False;Nintendo,SquareEnix;False;45;0,09;16,95;Nintendo Wii;T;True;1995;35.666.666.666.666.600;35.666.666.666.666.600;35.666.666.666.666.600;1;35.666.666.666.666.600;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;35.666.666.666.666.600;35.666.666.666.666.600;35.666.666.666.666.600;1;35.666.666.666.666.600
Worms Forts: Under Siege;True;4;True;False;RPG,Strategy,Figth,Simulation;False;Rockstar;True;73;0,09;16,95;X360;E;False;2004;14.616.666.666.666.600;31.15;10.0;88;8.016.666.666.666.660;29.5;3.936.666.666.666.660;28.0;15;24.316.666.666.666.600;19.95;25.983.333.333.333.300;20.0;19;14.516.666.666.666.600;8.6;13.183.333.333.333.300;8.116.666.666.666.660;54;6.033.333.333.333.330
Einhänder;True;2;True;False;RPG,Strategy,Role,Figth;True;Atari,Namco;False;38;0,07;16,95;Nintendo Wii;E;True;1997;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
ATV Offroad Fury 2;False;2;False;True;RPG,Role,Racing;True;Activision,Sony;False;72;0,06;16,95;Nintendo DS;T;False;2002;15.3;27.05;12.883.333.333.333.300;11;9.4;17.233.333.333.333.300;18.883.333.333.333.300;18.333.333.333.333.300;5;15.333.333.333.333.300;24.0;32.0;24.0;2;16.0;8.55;9.566.666.666.666.660;9.75;4;6.916.666.666.666.660
Dynasty Warriors 6 Empires;True;2;False;False;RPG;False;Namco;False;60;0,06;16,95;Sony PSP;E;True;2009;29.283.333.333.333.300;29.683.333.333.333.300;29.5;3;28.866.666.666.666.600;28.35;28.35;28.35;1;28.35;0.0;0.0;0.0;0;0.0;29.75;29.866.666.666.666.600;29.75;2;29.616.666.666.666.600
Rocket: Robot on Wheels;False;1;True;False;RPG,Figth,Racing;False;Namco,Sony;False;55;0,06;16,95;X360;M;False;1999;8.533.333.333.333.330;11.5;7.5;12;5.5;15.0;15.0;15.0;1;15.0;12.416.666.666.666.600;12.85;13.0;3;11.966.666.666.666.600;6.266.666.666.666.660;8.133.333.333.333.330;6.283.333.333.333.330;8;4.633.333.333.333.330
Lunar 2: Eternal Blue Complete;True;3;True;False;Sports,RPG,Strategy,Racing,Simulation;False;Nintendo;False;64;0,05;16,95;Sony PSP;E;False;1999;14.716.666.666.666.600;22.083.333.333.333.300;13.666.666.666.666.600;50;10.833.333.333.333.300;17.933.333.333.333.300;22.45;15.5;5;12.85;14.366.666.666.666.600;17.616.666.666.666.600;13.833.333.333.333.300;24;11.55;14.366.666.666.666.600;21.833.333.333.333.300;13.0;21;10.583.333.333.333.300
Dragon Ball: XenoVerse;False;3;False;True;Sports,Action,Strategy,Role,Figth,Racing;False;SquareEnix;True;48;0,03;16,95;Sony PSP;T;False;2015;19.05;20.183.333.333.333.300;19.15;3;17.916.666.666.666.600;16.733.333.333.333.300;16.733.333.333.333.300;16.733.333.333.333.300;1;16.733.333.333.333.300;21.283.333.333.333.300;21.283.333.333.333.300;21.283.333.333.333.300;1;21.283.333.333.333.300;19.15;19.15;19.15;1;19.15
Donkey Konga 2;False;1;False;True;Sports,Action,RPG,Strategy,Figth,Simulation;True;Capcom,Rockstar;False;81;3,17;16,95;X360;T;True;2004;18.75;56.7;17.0;1100;11.933.333.333.333.300;31.933.333.333.333.300;63.25;30.0;115;22.983.333.333.333.300;19.75;34.333.333.333.333.300;19.616.666.666.666.600;443;13.583.333.333.333.300;15.3;23.566.666.666.666.600;15.0;564;10.566.666.666.666.600
Juiced 2: Hot Import Nights;True;2;False;True;Sports,Action,RPG,Strategy,Role,Racing;False;Sony,Ubisoft;False;96;1,52;16,95;X360;T;False;2007;14.666.666.666.666.600;32.333.333.333.333.300;13.5;1900;9.533.333.333.333.330;21.75;3.343.333.333.333.330;20.0;214;15.166.666.666.666.600;16.333.333.333.333.300;3.313.333.333.333.330;15.0;630;10.833.333.333.333.300;12.266.666.666.666.600;21.066.666.666.666.600;12.0;1100;8.566.666.666.666.660
Dungeon Travelers 2: The Royal Library & The Monster Seal;False;4;True;False;Sports,Action,RPG,Role,Driving;True;Rockstar;True;91;1,24;16,95;Nintendo Wii;T;True;2014;18.766.666.666.666.600;4.906.666.666.666.660;17.5;670;11.066.666.666.666.600;28.05;53.25;25.0;81;17.75;20.833.333.333.333.300;32.7;20.0;173;14.2;16.116.666.666.666.600;27.616.666.666.666.600;16.0;416;10.016.666.666.666.600
Scooby-Doo! Night of 100 Frights;False;3;True;True;Strategy,Driving,Figth;False;Midway;True;72;1,1;16,95;X360;T;False;2002;13.1;18.766.666.666.666.600;12.0;14;10.266.666.666.666.600;16.283.333.333.333.300;18.033.333.333.333.300;15.866.666.666.666.600;3;14.533.333.333.333.300;15.5;19.75;13.5;4;12.25;10.383.333.333.333.300;11.183.333.333.333.300;10.0;7;9.083.333.333.333.330
Doki Oki;False;2;False;False;Sports,Action,RPG,Strategy,Role,Figth;False;Eidos;True;69;1,08;16,95;Nintendo Wii;E;False;1995;9.65;12.583.333.333.333.300;9.266.666.666.666.660;16;7.6;13.733.333.333.333.300;13.733.333.333.333.300;13.733.333.333.333.300;1;13.733.333.333.333.300;9.5;12.233.333.333.333.300;8.0;7;7.25;9.266.666.666.666.660;10.783.333.333.333.300;9.266.666.666.666.660;8;8.133.333.333.333.330
Wall-E;True;1;False;True;Role,Simulation;False;THQ;False;73;0,93;16,95;Sony PSP;T;True;2008;4.083.333.333.333.330;7.2;2.716.666.666.666.660;8;28.166.666.666.666.600;0.0;0.0;0.0;0;0.0;4.116.666.666.666.660;5.05;4.116.666.666.666.660;2;3.183.333.333.333.330;4.066.666.666.666.660;7.183.333.333.333.330;2.716.666.666.666.660;6;29.333.333.333.333.300
Rock Band Track Pack Volume 1;False;4;False;False;Action,RPG,Strategy,Role,Racing;False;Sega;True;73;0,75;16,95;PlayStation 3;T;False;2008;13.1;18.766.666.666.666.600;12.0;14;10.266.666.666.666.600;16.283.333.333.333.300;18.033.333.333.333.300;15.866.666.666.666.600;3;14.533.333.333.333.300;15.5;19.75;13.5;4;12.25;10.383.333.333.333.300;11.183.333.333.333.300;10.0;7;9.083.333.333.333.330
Robots;False;2;True;False;Action,RPG,Strategy,Racing;False;Ubisoft;False;57;0,75;16,95;Nintendo Wii;E;False;2005;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Rune: Viking Warlord;True;2;False;True;Action,RPG,Driving,Figth,Racing;True;SquareEnix;True;66;0,66;16,95;Nintendo DS;M;True;2001;8.0;8.0;8.0;1;8.0;0.0;0.0;0.0;0;0.0;8.0;8.0;8.0;1;8.0;0.0;0.0;0.0;0;0.0
Pump It Up: Exceed;True;4;False;True;RPG,Driving,Figth,Racing,Simulation;False;Capcom;True;63;0,57;16,95;Nintendo Wii;T;True;2005;5.083.333.333.333.330;6.45;4.55;10;3.4;5.466.666.666.666.660;6.483.333.333.333.330;4.333.333.333.333.330;3;4.45;5.066.666.666.666.660;6.316.666.666.666.660;4.216.666.666.666.660;3;38.166.666.666.666.600;4.816.666.666.666.660;5.983.333.333.333.330;5.133.333.333.333.330;4;34.833.333.333.333.300
Grey's Anatomy: The Video Game;False;1;True;True;Action,RPG,Strategy,Driving,Simulation;True;EA,Sony;False;72;0,51;16,95;X360;T;True;2009;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe;False;1;False;True;RPG,Role,Driving,Racing,Simulation;True;Eidos;False;86;0,49;16,95;PlayStation 3;E;False;2001;9.9;19.716.666.666.666.600;9.0;76;6.666.666.666.666.660;12.0;12.0;12.0;1;12.0;12.95;21.4;12.65;20;9.4;8.75;17.433.333.333.333.300;9.0;55;6.366.666.666.666.660
Samurai Warriors 4-II;True;1;True;False;Strategy,Simulation;True;Activision,Konami;False;61;0,49;16,95;Nintendo Wii;M;False;2015;13.1;18.766.666.666.666.600;12.0;14;10.266.666.666.666.600;16.283.333.333.333.300;18.033.333.333.333.300;15.866.666.666.666.600;3;14.533.333.333.333.300;15.5;19.75;13.5;4;12.25;10.383.333.333.333.300;11.183.333.333.333.300;10.0;7;9.083.333.333.333.330
The Idolmaster: Gravure For You! Vol.8;False;3;True;True;Action,RPG,Strategy,Role,Driving,Figth;False;Capcom,Nintendo;True;52;0,47;16,95;Nintendo Wii;E;True;2012;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Ford Mustang: The Legend Lives;False;4;True;False;Action,Racing,Simulation;True;Microsoft;False;68;0,46;16,95;Sony PSP;E;True;2005;25.316.666.666.666.600;42.1;13.1;14;11.95;4.503.333.333.333.330;5.638.333.333.333.330;50.5;5;26.233.333.333.333.300;30.9;3.568.333.333.333.330;30.9;2;26.116.666.666.666.600;9.65;12.4;10.0;7;7.4
Primal Rage;False;1;True;False;Action,Role,Driving,Figth;False;Atari,Namco;False;79;0,44;16,95;Nintendo DS;M;True;1994;10.833.333.333.333.300;16.283.333.333.333.300;10.316.666.666.666.600;18;7.883.333.333.333.330;10.816.666.666.666.600;10.816.666.666.666.600;10.816.666.666.666.600;1;10.816.666.666.666.600;12.55;16.966.666.666.666.600;11.316.666.666.666.600;7;10.966.666.666.666.600;9.633.333.333.333.330;12.483.333.333.333.300;9.666.666.666.666.660;10;7.416.666.666.666.660
Risen 3: Titan Lords;False;2;False;True;Strategy,Driving,Simulation;False;EA,Sony;True;43;0,4;16,95;PlayStation 3;M;True;2014;3.533.333.333.333.330;7.533.333.333.333.330;31.333.333.333.333.300;50;24.166.666.666.666.600;8.866.666.666.666.660;10.3;8.866.666.666.666.660;2;7.433.333.333.333.330;4.133.333.333.333.330;6.033.333.333.333.330;4.0;18;3.2;28.166.666.666.666.600;34.166.666.666.666.600;28.666.666.666.666.600;30;21.666.666.666.666.600
NFL Xtreme;True;2;True;True;Sports,Action,RPG,Racing,Simulation;False;Capcom,Rockstar;False;70;0,37;16,95;Nintendo Wii;E;False;1998;12.15;21.433.333.333.333.300;9.633.333.333.333.330;7;7.733.333.333.333.330;10.75;11.3;10.75;2;10.183.333.333.333.300;32.0;32.0;32.0;1;32.0;7.883.333.333.333.330;9.083.333.333.333.330;8.5;4;6.383.333.333.333.330
Dance Dance Revolution (North America);False;1;True;False;Sports,RPG,Role,Driving;True;Atari;True;86;0,33;16,95;PlayStation 3;M;False;2001;14.066.666.666.666.600;24.133.333.333.333.300;12.516.666.666.666.600;35;8.883.333.333.333.330;22.516.666.666.666.600;23.583.333.333.333.300;23.5;4;20.966.666.666.666.600;18.7;26.25;16.316.666.666.666.600;8;13.75;11.0;19.366.666.666.666.600;10.5;23;7.616.666.666.666.660
Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita;False;3;True;True;Sports,RPG,Strategy,Role,Figth,Racing,Simulation;True;Disney;True;70;0,28;16,95;Nintendo DS;T;False;2008;5.116.666.666.666.660;5.966.666.666.666.660;4.75;4;4.466.666.666.666.660;5.5;5.5;5.5;1;5.5;7.0;7.0;7.0;1;7.0;4.0;4.0;4.0;2;4.0
Jillian Michaels' Fitness Ultimatum 2009;True;3;False;False;Sports,Action,RPG,Strategy,Role,Driving,Figth,Simulation;False;SquareEnix;True;65;0,27;16,95;Sony PSP;E;True;2008;8.616.666.666.666.660;9.233.333.333.333.330;8.35;6;8.233.333.333.333.330;9.0;9.0;9.0;1;9.0;0.0;0.0;0.0;0;0.0;8.533.333.333.333.330;9.133.333.333.333.330;8.0;5;8.133.333.333.333.330
Syphon Filter: Logan's Shadow;True;1;True;False;Action,RPG,Strategy,Role,Driving,Racing,Simulation;True;Sony,Ubisoft;True;57;0,26;16,95;Nintendo Wii;E;True;2007;5.116.666.666.666.660;5.966.666.666.666.660;4.75;4;4.466.666.666.666.660;5.5;5.5;5.5;1;5.5;7.0;7.0;7.0;1;7.0;4.0;4.0;4.0;2;4.0
Jinguuji Saburou DS: Akai Chou;True;3;False;False;Sports,Action,RPG,Figth,Racing,Simulation;True;Sega;False;49;0,23;16,95;Sony PSP;T;False;2010;4.633.333.333.333.330;5.116.666.666.666.660;4.816.666.666.666.660;3;4.166.666.666.666.660;3.6;3.6;3.6;1;3.6;0.0;0.0;0.0;0;0.0;5.15;5.316.666.666.666.660;5.15;2;4.983.333.333.333.330
Burstrick: Wake Boarding!!;True;4;False;True;Action,RPG,Role,Figth;False;Rockstar;True;57;0,23;16,95;Nintendo Wii;E;True;2000;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330
World Series Baseball;True;2;True;True;Sports,Role;False;Nintendo,Sega;False;59;0,23;16,95;Sony PSP;M;True;2002;10.333.333.333.333.300;2.4;1.0;35;0.7166666666666667;14.833.333.333.333.300;25.166.666.666.666.600;1.0;7;0.9;0.0;0.0;0.0;0;0.0;0.9333333333333333;1.45;0.8666666666666667;28;0.65
City Crisis;False;3;False;False;Sports,Role,Driving,Figth;False;Namco,Ubisoft;False;85;0,23;16,95;Sony PSP;T;False;2001;10.633.333.333.333.300;11.15;10.0;7;9.65;10.766.666.666.666.600;11.383.333.333.333.300;10.766.666.666.666.600;2;10.15;10.333.333.333.333.300;11.083.333.333.333.300;10.0;3;9.583.333.333.333.330;11.0;11.5;11.0;2;10.5
Happy Cooking;True;2;True;False;Role,Driving;False;Microsoft,SquareEnix;True;56;0,22;16,95;X360;T;True;2006;13.2;19.8;12.5;6;7.666.666.666.666.660;15.0;15.0;15.0;2;15.0;26.75;26.75;26.75;1;26.75;7.5;9.366.666.666.666.660;10.0;3;5.616.666.666.666.660
Madden NFL 17;True;4;False;False;Sports,Strategy,Figth,Simulation;False;Activision,Konami;True;68;0,22;16,95;X360;M;True;2016;12.383.333.333.333.300;15.65;12.25;25;8.816.666.666.666.660;15.2;17.05;15.0;10;14.05;10.0;10.0;10.0;1;10.0;10.533.333.333.333.300;14.133.333.333.333.300;10.0;14;7.8
The Chronicles of Narnia: Prince Caspian;True;1;True;False;Sports,Action,RPG,Racing,Simulation;True;Sony;True;80;0,21;16,95;Sony PSP;E;True;2008;8.566.666.666.666.660;17.316.666.666.666.600;7.5;24;4.75;5.316.666.666.666.660;5.316.666.666.666.660;5.316.666.666.666.660;1;5.316.666.666.666.660;12.333.333.333.333.300;18.85;9.916.666.666.666.660;8;6.883.333.333.333.330;6.766.666.666.666.660;10.933.333.333.333.300;7.0;15;4.166.666.666.666.660
Arc the Lad;True;2;True;False;RPG,Driving,Figth;True;Eidos;False;56;0,2;16,95;Nintendo DS;T;True;1995;4.65;4.65;4.65;1;4.65;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;4.65;4.65;4.65;1;4.65
Pro Evolution Soccer 2016;False;1;False;False;Role,Figth,Racing,Simulation;True;Namco,Sony;False;60;0,19;16,95;Sony PSP;T;False;2015;5.083.333.333.333.330;6.45;4.55;10;3.4;5.466.666.666.666.660;6.483.333.333.333.330;4.333.333.333.333.330;3;4.45;5.066.666.666.666.660;6.316.666.666.666.660;4.216.666.666.666.660;3;38.166.666.666.666.600;4.816.666.666.666.660;5.983.333.333.333.330;5.133.333.333.333.330;4;34.833.333.333.333.300
Jewel Quest Mysteries;False;3;False;True;Figth,Racing;False;THQ;False;82;0,18;16,95;Nintendo DS;T;True;2009;18.55;32.25;15.25;13;13.116.666.666.666.600;26.0;28.0;26.0;2;24.0;21.65;3.328.333.333.333.330;16.283.333.333.333.300;6;14.316.666.666.666.600;11.883.333.333.333.300;13.6;12.0;5;10.633.333.333.333.300
PGA Tour 96;True;2;False;True;Action,RPG,Strategy,Driving,Simulation;False;Disney;True;67;0,17;16,95;X360;M;True;1995;6.7;8.216.666.666.666.660;6.183.333.333.333.330;27;5.133.333.333.333.330;8.1;8.55;8.1;2;7.65;8.266.666.666.666.660;9.1;8.133.333.333.333.330;8;6.766.666.666.666.660;5.8;6.95;6.0;17;4.866.666.666.666.660
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles;True;2;False;True;Action,Strategy,Role,Driving,Figth,Racing,Simulation;False;Nintendo,Sega;True;76;0,16;16,95;PlayStation 3;E;True;2008;8.2;11.133.333.333.333.300;6.333.333.333.333.330;10;5.8;13.1;14.516.666.666.666.600;15.0;3;11.683.333.333.333.300;6.333.333.333.333.330;6.416.666.666.666.660;6.333.333.333.333.330;2;6.25;6.016.666.666.666.660;7.816.666.666.666.660;5.266.666.666.666.660;5;5.0
The Urbz: Sims In the City (US weekly sales);True;1;False;True;Sports,Action,RPG,Strategy,Driving,Figth,Racing;True;Ubisoft;False;68;0,16;16,95;PlayStation 3;E;False;2004;8.0;8.25;8.0;2;7.75;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;8.0;8.25;8.0;2;7.75
uDraw Studio: Instant Artist;False;3;False;True;Strategy,Role,Figth;False;Sony;True;52;0,16;16,95;Nintendo Wii;E;False;2011;10.033.333.333.333.300;15.05;9.25;6;5.816.666.666.666.660;0.0;0.0;0.0;0;0.0;4.866.666.666.666.660;6.3;4.866.666.666.666.660;2;34.333.333.333.333.300;12.6;16.0;10.483.333.333.333.300;4;10.266.666.666.666.600
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu;True;3;False;False;Strategy,Role,Driving,Simulation;False;2K;False;64;0,16;16,95;Nintendo Wii;T;True;2011;12.833.333.333.333.300;16.166.666.666.666.600;12.833.333.333.333.300;2;0.9666666666666667;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;12.833.333.333.333.300;16.166.666.666.666.600;12.833.333.333.333.300;2;0.9666666666666667
